,type,id,username,text,url,epoch,media,retweetedTweet,retweetedTweetID,retweetedUserID,id_str,lang,rawContent,replyCount,retweetCount,likeCount,quoteCount,conversationId,conversationIdStr,hashtags,mentionedUsers,links,viewCount,quotedTweet,in_reply_to_screen_name,in_reply_to_status_id_str,in_reply_to_user_id_str,location,cash_app_handle,user,0,date
11,tweet-,1.8262375977835807e+18,Kingnole5,"@SteveLovesAmmo No doubt, GOP is weak....Besides Trump.",https://twitter.com/Kingnole5/status/1826237597783580759,1724243947.0,[],False,,,1.8262375977835807e+18,en,"@SteveLovesAmmo No doubt, GOP is weak....Besides Trump.",0.0,0.0,0.0,0.0,1.8262126283702195e+18,1.8262126283702195e+18,[],"[{'id_str': '1638262165269368846', 'name': 'Steve 🇺🇸', 'screen_name': 'SteveLovesAmmo', 'indices': [0, 15]}]",[],"{'count': '6', 'state': 'EnabledWithCount'}",False,SteveLovesAmmo,1.8262126283702195e+18,1.6382621652693688e+18,,,"{'id': 1168708539063386113, 'id_str': '1168708539063386113', 'url': 'https://twitter.com/Allen', 'username': 'Allen', 'rawDescription': 'GO NOLES!!\nLoved, blessed, and very Thankful!\n#MAGA', 'created': datetime.datetime(2019, 9, 3, 2, 13, 50, tzinfo=datetime.timezone.utc), 'followersCount': 389, 'friendsCount': 808, 'statusesCount': 1794, 'favouritesCount': 6673, 'listedCount': 0, 'mediaCount': 161, 'location': 'United States', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1776848061525852161/IsbIS223_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
12,tweet-,1.8262375973936049e+18,HighlandsGOP,Blackman reelected sheriff https://t.co/WKR1rxNfjD,https://twitter.com/HighlandsGOP/status/1826237597393604686,1724243947.0,[],False,,,1.8262375973936049e+18,en,Blackman reelected sheriff https://t.co/WKR1rxNfjD,0.0,0.0,0.0,0.0,1.8262375973936049e+18,1.8262375973936049e+18,[],[],"[{'display_url': 'midfloridanewspapers.com/highlands_news…', 'expanded_url': 'https://www.midfloridanewspapers.com/highlands_news-sun/blackman-reelected-sheriff/article_b3086edc-5f03-11ef-ae41-f72295c0aee6.html?utm_medium=social&utm_source=twitter&utm_campaign=user-share', 'url': 'https://t.co/WKR1rxNfjD', 'indices': [27, 50]}]","{'count': '7', 'state': 'EnabledWithCount'}",False,,,,,,"{'id': 2239666039, 'id_str': '2239666039', 'url': 'https://twitter.com/Highlands County GOP', 'username': 'Highlands County GOP', 'rawDescription': 'Official ""X "" Page (formerly Twitter) of the Republican Party of Highlands County, FL.  The HCREC is the governing body. RT does not imply endorsement.', 'created': datetime.datetime(2013, 12, 10, 19, 25, 38, tzinfo=datetime.timezone.utc), 'followersCount': 771, 'friendsCount': 659, 'statusesCount': 25627, 'favouritesCount': 4781, 'listedCount': 10, 'mediaCount': 577, 'location': 'Highlands County, FL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/378800000855832528/6fa9a6bc48d30a7ac295966e4ff2e5a9_normal.jpeg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
13,tweet-,1.8262375967686497e+18,NN04051993,"@Kip1164035 @AZ_Brittney Why don't you get Jim Jordan and James Comer to investigate her? That will give the GOP something to do for the next 8 years! Results will be the same as with all the silly, childish investigations they did in the last 4 years. And Jordan even raped wrestlers at Ohio State!",https://twitter.com/NN04051993/status/1826237596768649634,1724243947.0,[],False,,,1.8262375967686497e+18,en,"@Kip1164035 @AZ_Brittney Why don't you get Jim Jordan and James Comer to investigate her? That will give the GOP something to do for the next 8 years! Results will be the same as with all the silly, childish investigations they did in the last 4 years. And Jordan even raped wrestlers at Ohio State!",1.0,0.0,0.0,0.0,1.825921100687315e+18,1.825921100687315e+18,[],"[{'id_str': '1823397852615192587', 'name': 'Kip', 'screen_name': 'Kip1164035', 'indices': [0, 11]}, {'id_str': '1424033022', 'name': '💙Brittney💙', 'screen_name': 'AZ_Brittney', 'indices': [12, 24]}]",[],"{'count': '9', 'state': 'EnabledWithCount'}",False,Kip1164035,1.825941076261352e+18,1.8233978526151923e+18,,,"{'id': 1707870677515055104, 'id_str': '1707870677515055104', 'url': 'https://twitter.com/Nils Nilsen', 'username': 'Nils Nilsen', 'rawDescription': '', 'created': datetime.datetime(2023, 9, 29, 21, 32, 40, tzinfo=datetime.timezone.utc), 'followersCount': 176, 'friendsCount': 234, 'statusesCount': 629, 'favouritesCount': 125, 'listedCount': 0, 'mediaCount': 21, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
14,tweet-,1.8262375967643607e+18,NUKE_MAGA,"@jayblackisfunny @ProjectLincoln Illegal immigration.....

Democrats lost track of 291000 children. https://t.co/ttMcEdleth",https://twitter.com/NUKE_MAGA/status/1826237596764361126,1724243947.0,"[{'display_url': 'pic.x.com/ttMcEdleth', 'expanded_url': 'https://x.com/NUKE_MAGA/status/1826237596764361126/photo/1', 'id_str': '1826237594776064000', 'indices': [100, 123], 'media_key': '3_1826237594776064000', 'media_url_https': 'https://pbs.twimg.com/media/GVgZaqgXUAAx68z.jpg', 'type': 'photo', 'url': 'https://t.co/ttMcEdleth', 'ext_media_availability': {'status': 'Available'}, 'features': {'large': {'faces': [{'x': 967, 'y': 121, 'h': 46, 'w': 46}]}, 'medium': {'faces': [{'x': 906, 'y': 113, 'h': 43, 'w': 43}]}, 'small': {'faces': [{'x': 513, 'y': 64, 'h': 24, 'w': 24}]}, 'orig': {'faces': [{'x': 967, 'y': 121, 'h': 46, 'w': 46}]}}, 'sizes': {'large': {'h': 720, 'w': 1280, 'resize': 'fit'}, 'medium': {'h': 675, 'w': 1200, 'resize': 'fit'}, 'small': {'h': 383, 'w': 680, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}}, 'original_info': {'height': 720, 'width': 1280, 'focus_rects': [{'x': 0, 'y': 3, 'w': 1280, 'h': 717}, {'x': 560, 'y': 0, 'w': 720, 'h': 720}, {'x': 648, 'y': 0, 'w': 632, 'h': 720}, {'x': 876, 'y': 0, 'w': 360, 'h': 720}, {'x': 0, 'y': 0, 'w': 1280, 'h': 720}]}, 'media_results': {'result': {'media_key': '3_1826237594776064000'}}}]",False,,,1.8262375967643607e+18,en,"@jayblackisfunny @ProjectLincoln Illegal immigration.....

Democrats lost track of 291000 children. https://t.co/ttMcEdleth",0.0,0.0,0.0,0.0,1.826086987562103e+18,1.826086987562103e+18,[],"[{'id_str': '14178225', 'name': 'Jay Black', 'screen_name': 'jayblackisfunny', 'indices': [0, 16]}, {'id_str': '1205226529455632385', 'name': 'The Lincoln Project', 'screen_name': 'ProjectLincoln', 'indices': [17, 32]}]",[],"{'count': '16', 'state': 'EnabledWithCount'}",False,jayblackisfunny,1.826087691093472e+18,14178225.0,,,"{'id': 1561096597173202944, 'id_str': '1561096597173202944', 'url': 'https://twitter.com/Nuked Garbage MAGA ULTRA ☢️☢️☢️🖕LIBS🖕', 'username': 'Nuked Garbage MAGA ULTRA ☢️☢️☢️🖕LIBS🖕', 'rawDescription': ""Conservative. Married. MAGA. Father of six.\n\nLibs are Crazy AF.   If you're still reading to find something to use against me, you're a failure in life."", 'created': datetime.datetime(2022, 8, 20, 21, 3, 50, tzinfo=datetime.timezone.utc), 'followersCount': 1939, 'friendsCount': 2242, 'statusesCount': 78941, 'favouritesCount': 176279, 'listedCount': 3, 'mediaCount': 10585, 'location': 'earth', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1561185606473883651/nauAJV-Q_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
15,tweet-,1.826237594767909e+18,TheLoyalNine65,@BiologicalWoma2 #MAGA 🇺🇸🇺🇸🇺🇸,https://twitter.com/TheLoyalNine65/status/1826237594767909015,1724243947.0,[],False,,,1.826237594767909e+18,qme,@BiologicalWoma2 #MAGA 🇺🇸🇺🇸🇺🇸,0.0,0.0,0.0,0.0,1.826227903161648e+18,1.826227903161648e+18,"[{'indices': [17, 22], 'text': 'MAGA'}]","[{'id_str': '1399789185456820225', 'name': ""Hi, I'm KellyJo 🙋🏽\u200d♀️🇺🇸"", 'screen_name': 'BiologicalWoma2', 'indices': [0, 16]}]",[],"{'count': '1', 'state': 'EnabledWithCount'}",False,BiologicalWoma2,1.826227903161648e+18,1.3997891854568202e+18,,,"{'id': 1824959785877344256, 'id_str': '1824959785877344256', 'url': 'https://twitter.com/Leo Cunningham', 'username': 'Leo Cunningham', 'rawDescription': 'Proud American Patriot 🇺🇸America First 🇺🇸Homeschooler 🇺🇸Pro Small Government 🇺🇸Pro 2A🇺🇸Constitutionalist🇺🇸Crypto🚫DM🚫', 'created': datetime.datetime(2024, 8, 18, 0, 2, 6, tzinfo=datetime.timezone.utc), 'followersCount': 4391, 'friendsCount': 5033, 'statusesCount': 4930, 'favouritesCount': 13325, 'listedCount': 0, 'mediaCount': 492, 'location': 'New Hampshire, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1824960647869677569/mVp69kNI_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
16,tweet-,1.8262375945162547e+18,shurtcircuit,@TRHLofficial @ConceptualJames The Blood Sacrifice!  #evil #DESPICABLE  #wickedness,https://twitter.com/shurtcircuit/status/1826237594516254766,1724243947.0,[],False,,,1.8262375945162547e+18,en,@TRHLofficial @ConceptualJames The Blood Sacrifice!  #evil #DESPICABLE  #wickedness,0.0,0.0,0.0,0.0,1.8260845652341847e+18,1.8260845652341847e+18,"[{'indices': [53, 58], 'text': 'evil'}, {'indices': [59, 70], 'text': 'DESPICABLE'}, {'indices': [72, 83], 'text': 'wickedness'}]","[{'id_str': '37190937', 'name': 'The Redheaded libertarian', 'screen_name': 'TRHLofficial', 'indices': [0, 13]}, {'id_str': '826261914', 'name': 'James Lindsay, anti-Communist', 'screen_name': 'ConceptualJames', 'indices': [14, 30]}]",[],"{'count': '2', 'state': 'EnabledWithCount'}",False,TRHLofficial,1.8260845652341844e+18,37190937.0,,,"{'id': 254645513, 'id_str': '254645513', 'url': 'https://twitter.com/Boomer Jeff', 'username': 'Boomer Jeff', 'rawDescription': 'Trust in the Lord.', 'created': datetime.datetime(2011, 2, 19, 18, 12, 41, tzinfo=datetime.timezone.utc), 'followersCount': 758, 'friendsCount': 228, 'statusesCount': 55736, 'favouritesCount': 20435, 'listedCount': 19, 'mediaCount': 964, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/993259803593003010/RwcuS7i2_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
17,tweet-,1.826237593484452e+18,MoleManly,@mymixtapez This gotta be how that MAGA hat on the plane guy feels,https://twitter.com/MoleManly/status/1826237593484452217,1724243946.0,[],False,,,1.826237593484452e+18,en,@mymixtapez This gotta be how that MAGA hat on the plane guy feels,0.0,0.0,0.0,0.0,1.8259898846008325e+18,1.8259898846008325e+18,[],"[{'id_str': '354347533', 'name': 'My Mixtapez', 'screen_name': 'mymixtapez', 'indices': [0, 11]}]",[],"{'count': '5', 'state': 'EnabledWithCount'}",False,mymixtapez,1.825989884600832e+18,354347533.0,,,"{'id': 1646874819244310528, 'id_str': '1646874819244310528', 'url': 'https://twitter.com/Moleman', 'username': 'Moleman', 'rawDescription': '', 'created': datetime.datetime(2023, 4, 14, 13, 55, 41, tzinfo=datetime.timezone.utc), 'followersCount': 297, 'friendsCount': 297, 'statusesCount': 8725, 'favouritesCount': 96351, 'listedCount': 1, 'mediaCount': 588, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1646877584234369029/Mt-qZYia_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
18,tweet-,1.826237591240455e+18,BillHecht74,@AnnieForTruth @BabeTruth2 Every accusation by a MAGA turd is a confession,https://twitter.com/BillHecht74/status/1826237591240454624,1724243946.0,[],False,,,1.826237591240455e+18,en,@AnnieForTruth @BabeTruth2 Every accusation by a MAGA turd is a confession,0.0,0.0,0.0,0.0,1.825892379724796e+18,1.825892379724796e+18,[],"[{'id_str': '1393193445246660611', 'name': 'Annie', 'screen_name': 'AnnieForTruth', 'indices': [0, 14]}, {'id_str': '736967318417248256', 'name': 'Stand Back Up 2', 'screen_name': 'BabeTruth2', 'indices': [15, 26]}]",[],"{'count': '3', 'state': 'EnabledWithCount'}",False,AnnieForTruth,1.825892379724796e+18,1.3931934452466606e+18,,,"{'id': 1542942086302932997, 'id_str': '1542942086302932997', 'url': 'https://twitter.com/Bill H', 'username': 'Bill H', 'rawDescription': '', 'created': datetime.datetime(2022, 7, 1, 18, 44, 23, tzinfo=datetime.timezone.utc), 'followersCount': 261, 'friendsCount': 952, 'statusesCount': 13764, 'favouritesCount': 1462, 'listedCount': 0, 'mediaCount': 583, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1664425210244636672/08xmGOr6_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
19,tweet-,1.8262375904646024e+18,FactsandScreen,@BillSmith127221 @Ronxyz00 @harris_wins Do you think 37 year old Marcelo Lucero feels safe with Drumpf? No he doesn't because he was brutally murdered by xenophobic nativists whose rhetoric matches that of MAGA politicians and influenced by Drumpf.,https://twitter.com/FactsandScreen/status/1826237590464602369,1724243946.0,[],False,,,1.8262375904646024e+18,en,@BillSmith127221 @Ronxyz00 @harris_wins Do you think 37 year old Marcelo Lucero feels safe with Drumpf? No he doesn't because he was brutally murdered by xenophobic nativists whose rhetoric matches that of MAGA politicians and influenced by Drumpf.,0.0,0.0,0.0,0.0,1.8260913320219448e+18,1.8260913320219448e+18,[],"[{'id_str': '1774177224813355008', 'name': 'Bill Smith', 'screen_name': 'BillSmith127221', 'indices': [0, 16]}, {'id_str': '1660902743106633728', 'name': 'Ron (Fan)🇺🇸', 'screen_name': 'Ronxyz00', 'indices': [17, 26]}, {'id_str': '1486069441259397125', 'name': 'Kamala’s Wins', 'screen_name': 'harris_wins', 'indices': [27, 39]}]",[],"{'count': '7', 'state': 'EnabledWithCount'}",False,BillSmith127221,1.826118154919068e+18,1.774177224813355e+18,,,"{'id': 1525098098942410752, 'id_str': '1525098098942410752', 'url': 'https://twitter.com/Facts and Politics', 'username': 'Facts and Politics', 'rawDescription': 'Always Learning.', 'created': datetime.datetime(2022, 5, 13, 12, 58, 27, tzinfo=datetime.timezone.utc), 'followersCount': 457, 'friendsCount': 727, 'statusesCount': 12303, 'favouritesCount': 7271, 'listedCount': 0, 'mediaCount': 177, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
20,tweet-,1.826237589374001e+18,TheOldWeirdPro,"Brutal? They ripped the RNC's throat out! Let's keep the excitement and spirit up and through President Harris' swearing-in ceremony and Presidental galas!

#HarrisWalz2024 #VoteAllBlue2024 #DemsUnited #RoeVember2024 #TrumpIsLosing #AllGasNoBrakes",https://twitter.com/TheOldWeirdPro/status/1826237589374001401,1724243945.0,[],False,,,1.826237589374001e+18,en,"Brutal? They ripped the RNC's throat out! Let's keep the excitement and spirit up and through President Harris' swearing-in ceremony and Presidental galas!

#HarrisWalz2024 #VoteAllBlue2024 #DemsUnited #RoeVember2024 #TrumpIsLosing #AllGasNoBrakes",0.0,0.0,0.0,0.0,1.826237589374001e+18,1.826237589374001e+18,"[{'indices': [157, 172], 'text': 'HarrisWalz2024'}, {'indices': [173, 189], 'text': 'VoteAllBlue2024'}, {'indices': [190, 201], 'text': 'DemsUnited'}, {'indices': [202, 216], 'text': 'RoeVember2024'}, {'indices': [217, 231], 'text': 'TrumpIsLosing'}, {'indices': [232, 247], 'text': 'AllGasNoBrakes'}]",[],[],"{'count': '18', 'state': 'EnabledWithCount'}",True,,,,,,"{'id': 1438518176636018689, 'id_str': '1438518176636018689', 'url': 'https://twitter.com/Dominus Primus 932', 'username': 'Dominus Primus 932', 'rawDescription': 'Proud husband & father, avid Destiny gamer, tech enthusiast, woke AF, an Independent now supporting ONLY Democrats, #VoteBlue2024, rational Christian, peace!', 'created': datetime.datetime(2021, 9, 16, 15, 1, 3, tzinfo=datetime.timezone.utc), 'followersCount': 508, 'friendsCount': 196, 'statusesCount': 18615, 'favouritesCount': 18671, 'listedCount': 0, 'mediaCount': 129, 'location': 'Georgia', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1438518299357106189/vtfpciUm_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
21,tweet-,1.826237586517693e+18,ImYourHucklbry,"@RyanShead LMAO - Biden sure isn’t acting president now.  When has Elon ever entered the US without a passport??

You’re welcome.",https://twitter.com/ImYourHucklbry/status/1826237586517692658,1724243945.0,[],False,,,1.826237586517693e+18,en,"@RyanShead LMAO - Biden sure isn’t acting president now.  When has Elon ever entered the US without a passport??

You’re welcome.",0.0,0.0,0.0,0.0,1.8260113017701376e+18,1.8260113017701376e+18,[],"[{'id_str': '790624550', 'name': 'Ryan Shead', 'screen_name': 'RyanShead', 'indices': [0, 10]}]",[],"{'count': '5', 'state': 'EnabledWithCount'}",False,RyanShead,1.8260113017701376e+18,790624550.0,,,"{'id': 1453780503765688332, 'id_str': '1453780503765688332', 'url': 'https://twitter.com/I’mYourHuckleberry', 'username': 'I’mYourHuckleberry', 'rawDescription': 'Don’t X things that are misleading, untrue, or have childlike inappropriate images that violate X rules that you are proud of.', 'created': datetime.datetime(2021, 10, 28, 17, 49, 38, tzinfo=datetime.timezone.utc), 'followersCount': 224, 'friendsCount': 201, 'statusesCount': 26635, 'favouritesCount': 4862, 'listedCount': 24, 'mediaCount': 5781, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1453783336774668293/rliT4pTU_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
22,tweet-,1.826237585498452e+18,Sandy63310423,@Damaan4u33 No- I think the plan was to assisinate him and when God intervened Biden was forced to step down. Kamala is working for the Devil himself to undo. Every word of the Constitution,https://twitter.com/Sandy63310423/status/1826237585498452129,1724243944.0,[],False,,,1.826237585498452e+18,en,@Damaan4u33 No- I think the plan was to assisinate him and when God intervened Biden was forced to step down. Kamala is working for the Devil himself to undo. Every word of the Constitution,0.0,0.0,0.0,0.0,1.825631603982324e+18,1.825631603982324e+18,[],"[{'id_str': '3353330837', 'name': 'Damaan, AKA ""Philly\'s Finest""!', 'screen_name': 'Damaan4u33', 'indices': [0, 11]}]",[],"{'count': '13', 'state': 'EnabledWithCount'}",False,Damaan4u33,1.825631603982324e+18,3353330837.0,,,"{'id': 1511211155309617157, 'id_str': '1511211155309617157', 'url': 'https://twitter.com/Sandy', 'username': 'Sandy', 'rawDescription': '', 'created': datetime.datetime(2022, 4, 5, 5, 16, 48, tzinfo=datetime.timezone.utc), 'followersCount': 39, 'friendsCount': 96, 'statusesCount': 3009, 'favouritesCount': 153, 'listedCount': 0, 'mediaCount': 1, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",,2024-08-21
